a_pred,a_true,idx,qa_idx,video_name,question,ans
B,A,0253,00197_2,videos/UCF101_timeconcat/v_RopeClimbing_g05_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0254,00363_3,videos/UCF101_timeconcat/v_Shotput_g03_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0255,00709_2,videos/UCF101_timeconcat/v_BaseballPitch_g03_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0256,01328_3,videos/UCF101_timeconcat/v_BalanceBeam_g07_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0257,00114_2,videos/UCF101_timeconcat/v_CricketBowling_g02_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0258,00853_0,videos/UCF101_timeconcat/v_HammerThrow_g01_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0259,00993_0,videos/UCF101_timeconcat/v_CricketShot_g06_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0260,00292_3,videos/UCF101_timeconcat/v_BandMarching_g03_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0261,00619_2,videos/UCF101_timeconcat/v_BalanceBeam_g05_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0262,01205_1,videos/UCF101_timeconcat/v_WalkingWithDog_g06_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0263,00605_2,videos/UCF101_timeconcat/v_HorseRace_g07_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0264,00202_2,videos/UCF101_timeconcat/v_WalkingWithDog_g01_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0265,00374_1,videos/UCF101_timeconcat/v_Skiing_g06_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0266,00185_2,videos/UCF101_timeconcat/v_GolfSwing_g01_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0267,00660_0,videos/UCF101_timeconcat/v_ParallelBars_g04_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0268,00493_0,videos/UCF101_timeconcat/v_BlowingCandles_g04_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0269,00636_2,videos/UCF101_timeconcat/v_FloorGymnastics_g04_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0270,01256_0,videos/UCF101_timeconcat/v_GolfSwing_g04_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0271,00735_2,videos/UCF101_timeconcat/v_Skijet_g01_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0272,01349_2,videos/UCF101_timeconcat/v_UnevenBars_g01_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0273,00617_0,videos/UCF101_timeconcat/v_ParallelBars_g05_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0274,00116_0,videos/UCF101_timeconcat/v_RopeClimbing_g05_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0275,00831_3,videos/UCF101_timeconcat/v_LongJump_g04_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0276,01041_0,videos/UCF101_timeconcat/v_HorseRace_g04_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0277,01354_1,videos/UCF101_timeconcat/v_BlowingCandles_g02_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0278,00906_2,videos/UCF101_timeconcat/v_SoccerPenalty_g05_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0279,01148_3,videos/UCF101_timeconcat/v_Kayaking_g04_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0280,00193_2,videos/UCF101_timeconcat/v_ThrowDiscus_g06_c07_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0281,01093_2,videos/UCF101_timeconcat/v_SkateBoarding_g02_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0282,00218_0,videos/UCF101_timeconcat/v_TennisSwing_g07_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0283,00818_3,videos/UCF101_timeconcat/v_CricketBowling_g01_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0284,00561_3,videos/UCF101_timeconcat/v_FloorGymnastics_g01_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0285,01319_3,videos/UCF101_timeconcat/v_ParallelBars_g07_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0286,00624_1,videos/UCF101_timeconcat/v_Biking_g03_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0287,00701_0,videos/UCF101_timeconcat/v_Kayaking_g03_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0288,00917_0,videos/UCF101_timeconcat/v_BreastStroke_g06_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0289,00267_1,videos/UCF101_timeconcat/v_SoccerPenalty_g02_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0290,00313_3,videos/UCF101_timeconcat/v_CliffDiving_g06_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0291,00450_1,videos/UCF101_timeconcat/v_BalanceBeam_g05_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0292,00010_3,videos/UCF101_timeconcat/v_WalkingWithDog_g02_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0293,01260_2,videos/UCF101_timeconcat/v_FloorGymnastics_g06_c07_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0294,00797_0,videos/UCF101_timeconcat/v_Biking_g04_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0295,01393_3,videos/UCF101_timeconcat/v_BreastStroke_g06_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0296,00794_0,videos/UCF101_timeconcat/v_FrontCrawl_g06_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0297,00297_2,videos/UCF101_timeconcat/v_TennisSwing_g06_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0298,00748_2,videos/UCF101_timeconcat/v_TennisSwing_g06_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0299,00437_3,videos/UCF101_timeconcat/v_WalkingWithDog_g07_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0300,00450_0,videos/UCF101_timeconcat/v_BalanceBeam_g05_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0301,00720_3,videos/UCF101_timeconcat/v_FieldHockeyPenalty_g01_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0302,01147_1,videos/UCF101_timeconcat/v_SkateBoarding_g05_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0303,00844_0,videos/UCF101_timeconcat/v_Skiing_g06_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0304,00543_3,videos/UCF101_timeconcat/v_Shotput_g03_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0305,00226_3,videos/UCF101_timeconcat/v_SoccerPenalty_g05_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0306,00053_0,videos/UCF101_timeconcat/v_PoleVault_g02_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0307,00429_1,videos/UCF101_timeconcat/v_FieldHockeyPenalty_g07_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0308,01335_2,videos/UCF101_timeconcat/v_RopeClimbing_g02_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0309,00599_3,videos/UCF101_timeconcat/v_Kayaking_g06_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0310,01075_2,videos/UCF101_timeconcat/v_HammerThrow_g02_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0311,00351_1,videos/UCF101_timeconcat/v_SoccerPenalty_g06_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0312,00806_2,videos/UCF101_timeconcat/v_Surfing_g01_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0313,00004_3,videos/UCF101_timeconcat/v_JavelinThrow_g04_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0314,00430_0,videos/UCF101_timeconcat/v_BalanceBeam_g05_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0315,00567_1,videos/UCF101_timeconcat/v_HorseRace_g04_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0316,00579_2,videos/UCF101_timeconcat/v_FloorGymnastics_g03_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0317,00885_0,videos/UCF101_timeconcat/v_BandMarching_g03_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0318,00599_2,videos/UCF101_timeconcat/v_Kayaking_g06_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0319,00175_0,videos/UCF101_timeconcat/v_Surfing_g06_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0320,01022_2,videos/UCF101_timeconcat/v_VolleyballSpiking_g03_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0321,00162_2,videos/UCF101_timeconcat/v_BlowingCandles_g06_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0322,01377_2,videos/UCF101_timeconcat/v_VolleyballSpiking_g07_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0323,00109_1,videos/UCF101_timeconcat/v_Skijet_g03_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0324,00009_0,videos/UCF101_timeconcat/v_Bowling_g06_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0325,01237_0,videos/UCF101_timeconcat/v_CliffDiving_g05_c07.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0326,00413_1,videos/UCF101_timeconcat/v_ParallelBars_g02_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0327,00961_1,videos/UCF101_timeconcat/v_Shotput_g04_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0328,00648_0,videos/UCF101_timeconcat/v_FloorGymnastics_g04_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0329,00868_3,videos/UCF101_timeconcat/v_Kayaking_g05_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0330,00741_1,videos/UCF101_timeconcat/v_BreastStroke_g02_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0331,00093_1,videos/UCF101_timeconcat/v_FieldHockeyPenalty_g02_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0332,00757_1,videos/UCF101_timeconcat/v_MilitaryParade_g01_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0333,00656_2,videos/UCF101_timeconcat/v_BabyCrawling_g07_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0334,01314_1,videos/UCF101_timeconcat/v_HighJump_g04_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0335,01252_3,videos/UCF101_timeconcat/v_FrisbeeCatch_g06_c05_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0336,01027_1,videos/UCF101_timeconcat/v_CuttingInKitchen_g04_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0337,01238_3,videos/UCF101_timeconcat/v_BreastStroke_g01_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0338,01219_3,videos/UCF101_timeconcat/v_HighJump_g06_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0339,00526_1,videos/UCF101_timeconcat/v_PoleVault_g01_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0340,00012_2,videos/UCF101_timeconcat/v_ParallelBars_g04_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0341,00104_0,videos/UCF101_timeconcat/v_Surfing_g02_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
A,B,0342,01121_3,videos/UCF101_timeconcat/v_BalanceBeam_g05_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
