a_pred,a_true,dataset,task,idx,vid
A,A,TVBench/Action Sequence,video/QA,1289,action_sequence/Z97SD.mp4
A,A,TVBench/Action Sequence,video/QA,1290,action_sequence/21MI8.mp4
A,A,TVBench/Action Sequence,video/QA,1291,action_sequence/5657O.mp4
A,A,TVBench/Action Sequence,video/QA,1292,action_sequence/OZSB3.mp4
B,B,TVBench/Action Sequence,video/QA,1293,action_sequence/MOQIU.mp4
A,A,TVBench/Action Sequence,video/QA,1294,action_sequence/MOQIU.mp4
A,A,TVBench/Action Sequence,video/QA,1295,action_sequence/NUKJ0.mp4
B,A,TVBench/Action Sequence,video/QA,1296,action_sequence/GKH0F.mp4
B,B,TVBench/Action Sequence,video/QA,1297,action_sequence/H0L5S.mp4
A,A,TVBench/Action Sequence,video/QA,1298,action_sequence/E002I.mp4
B,A,TVBench/Action Sequence,video/QA,1299,action_sequence/1L5D3.mp4
A,B,TVBench/Action Sequence,video/QA,1300,action_sequence/1L5D3.mp4
B,B,TVBench/Action Sequence,video/QA,1301,action_sequence/S572F.mp4
B,B,TVBench/Action Sequence,video/QA,1302,action_sequence/3Q6N1.mp4
B,B,TVBench/Action Sequence,video/QA,1303,action_sequence/3Q6N1.mp4
B,B,TVBench/Action Sequence,video/QA,1304,action_sequence/3Q6N1.mp4
B,B,TVBench/Action Sequence,video/QA,1305,action_sequence/9MNZ5.mp4
B,B,TVBench/Action Sequence,video/QA,1306,action_sequence/ON2Z4.mp4
A,A,TVBench/Action Sequence,video/QA,1307,action_sequence/OVFR0.mp4
A,A,TVBench/Action Sequence,video/QA,1308,action_sequence/93REJ.mp4
A,A,TVBench/Action Sequence,video/QA,1309,action_sequence/93REJ.mp4
B,B,TVBench/Action Sequence,video/QA,1310,action_sequence/FO24A.mp4
B,B,TVBench/Action Sequence,video/QA,1311,action_sequence/8XXNK.mp4
A,B,TVBench/Action Sequence,video/QA,1312,action_sequence/HOYUT.mp4
A,A,TVBench/Action Sequence,video/QA,1313,action_sequence/QCVZN.mp4
B,B,TVBench/Action Sequence,video/QA,1314,action_sequence/QCVZN.mp4
B,A,TVBench/Action Sequence,video/QA,1315,action_sequence/727IZ.mp4
A,A,TVBench/Action Sequence,video/QA,1316,action_sequence/Q5YDL.mp4
B,B,TVBench/Action Sequence,video/QA,1317,action_sequence/EEGGA.mp4
A,B,TVBench/Action Sequence,video/QA,1318,action_sequence/X8JVY.mp4
B,A,TVBench/Action Sequence,video/QA,1319,action_sequence/BFH78.mp4
A,A,TVBench/Action Sequence,video/QA,1320,action_sequence/BFH78.mp4
B,B,TVBench/Action Sequence,video/QA,1321,action_sequence/LD6TD.mp4
A,A,TVBench/Action Sequence,video/QA,1322,action_sequence/TDGNE.mp4
B,B,TVBench/Action Sequence,video/QA,1323,action_sequence/3CLVI.mp4
A,B,TVBench/Action Sequence,video/QA,1324,action_sequence/J7BOV.mp4
A,A,TVBench/Action Sequence,video/QA,1325,action_sequence/DPLMM.mp4
A,A,TVBench/Action Sequence,video/QA,1326,action_sequence/FQS7O.mp4
B,A,TVBench/Action Sequence,video/QA,1327,action_sequence/35ZZP.mp4
A,B,TVBench/Action Sequence,video/QA,1328,action_sequence/1FIGA.mp4
B,B,TVBench/Action Sequence,video/QA,1329,action_sequence/2PREF.mp4
B,A,TVBench/Action Sequence,video/QA,1330,action_sequence/2PREF.mp4
A,A,TVBench/Action Sequence,video/QA,1331,action_sequence/MD6P2.mp4
B,B,TVBench/Action Sequence,video/QA,1332,action_sequence/WXUZK.mp4
A,B,TVBench/Action Sequence,video/QA,1333,action_sequence/NVGDG.mp4
A,A,TVBench/Action Sequence,video/QA,1334,action_sequence/K71S1.mp4
B,B,TVBench/Action Sequence,video/QA,1335,action_sequence/STAFD.mp4
A,B,TVBench/Action Sequence,video/QA,1336,action_sequence/YFI1M.mp4
A,A,TVBench/Action Sequence,video/QA,1337,action_sequence/P2HZG.mp4
B,B,TVBench/Action Sequence,video/QA,1338,action_sequence/PDRVY.mp4
A,A,TVBench/Action Sequence,video/QA,1339,action_sequence/IO712.mp4
B,B,TVBench/Action Sequence,video/QA,1340,action_sequence/6PL9Z.mp4
A,B,TVBench/Action Sequence,video/QA,1341,action_sequence/DRGKV.mp4
B,B,TVBench/Action Sequence,video/QA,1342,action_sequence/ICL1M.mp4
A,A,TVBench/Action Sequence,video/QA,1343,action_sequence/BWG9B.mp4
B,B,TVBench/Action Sequence,video/QA,1344,action_sequence/5OIQ7.mp4
B,B,TVBench/Action Sequence,video/QA,1345,action_sequence/LH6LE.mp4
A,B,TVBench/Action Sequence,video/QA,1346,action_sequence/RRZU3.mp4
B,B,TVBench/Action Sequence,video/QA,1347,action_sequence/2544C.mp4
A,A,TVBench/Action Sequence,video/QA,1348,action_sequence/43FG9.mp4
A,A,TVBench/Action Sequence,video/QA,1349,action_sequence/WRW74.mp4
A,A,TVBench/Action Sequence,video/QA,1350,action_sequence/XXIT4.mp4
A,A,TVBench/Action Sequence,video/QA,1351,action_sequence/9BCZU.mp4
A,A,TVBench/Action Sequence,video/QA,1352,action_sequence/HJM82.mp4
B,A,TVBench/Action Sequence,video/QA,1353,action_sequence/9PXC0.mp4
A,A,TVBench/Action Sequence,video/QA,1354,action_sequence/BCONW.mp4
A,A,TVBench/Action Sequence,video/QA,1355,action_sequence/FETME.mp4
A,B,TVBench/Action Sequence,video/QA,1356,action_sequence/J6TVB.mp4
B,A,TVBench/Action Sequence,video/QA,1357,action_sequence/P4DL9.mp4
B,B,TVBench/Action Sequence,video/QA,1358,action_sequence/OCVY4.mp4
A,B,TVBench/Action Sequence,video/QA,1359,action_sequence/3IRHH.mp4
A,B,TVBench/Action Sequence,video/QA,1360,action_sequence/7SXQS.mp4
A,A,TVBench/Action Sequence,video/QA,1361,action_sequence/R1RDT.mp4
B,B,TVBench/Action Sequence,video/QA,1362,action_sequence/R1RDT.mp4
A,A,TVBench/Action Sequence,video/QA,1363,action_sequence/YGQ7E.mp4
B,A,TVBench/Action Sequence,video/QA,1364,action_sequence/BGQIF.mp4
B,B,TVBench/Action Sequence,video/QA,1365,action_sequence/BGQIF.mp4
A,B,TVBench/Action Sequence,video/QA,1366,action_sequence/APVAD.mp4
B,B,TVBench/Action Sequence,video/QA,1367,action_sequence/PQYWB.mp4
B,B,TVBench/Action Sequence,video/QA,1368,action_sequence/X8XQE.mp4
B,A,TVBench/Action Sequence,video/QA,1369,action_sequence/NKCXF.mp4
A,A,TVBench/Action Sequence,video/QA,1370,action_sequence/9X208.mp4
B,B,TVBench/Action Sequence,video/QA,1371,action_sequence/Q3HZI.mp4
B,A,TVBench/Action Sequence,video/QA,1372,action_sequence/2YJUQ.mp4
B,B,TVBench/Action Sequence,video/QA,1373,action_sequence/FTG07.mp4
A,A,TVBench/Action Sequence,video/QA,1374,action_sequence/TOOYI.mp4
A,A,TVBench/Action Sequence,video/QA,1375,action_sequence/QXT9W.mp4
A,B,TVBench/Action Sequence,video/QA,1376,action_sequence/TETZ7.mp4
B,B,TVBench/Action Sequence,video/QA,1377,action_sequence/XQDQ4.mp4
A,A,TVBench/Action Sequence,video/QA,1378,action_sequence/6B93R.mp4
A,A,TVBench/Action Sequence,video/QA,1379,action_sequence/F5TL0.mp4
A,A,TVBench/Action Sequence,video/QA,1380,action_sequence/GTK8W.mp4
A,B,TVBench/Action Sequence,video/QA,1381,action_sequence/D87LI.mp4
A,B,TVBench/Action Sequence,video/QA,1382,action_sequence/2RTH2.mp4
A,A,TVBench/Action Sequence,video/QA,1383,action_sequence/VT64S.mp4
B,A,TVBench/Action Sequence,video/QA,1384,action_sequence/9LHP3.mp4
B,B,TVBench/Action Sequence,video/QA,1385,action_sequence/BZ1TH.mp4
B,A,TVBench/Action Sequence,video/QA,1386,action_sequence/QL92H.mp4
A,B,TVBench/Action Sequence,video/QA,1387,action_sequence/RCD08.mp4
B,A,TVBench/Action Sequence,video/QA,1388,action_sequence/MVPQF.mp4
B,B,TVBench/Action Sequence,video/QA,1389,action_sequence/52MV9.mp4
A,B,TVBench/Action Sequence,video/QA,1390,action_sequence/52MV9.mp4
B,B,TVBench/Action Sequence,video/QA,1391,action_sequence/WCERV.mp4
B,B,TVBench/Action Sequence,video/QA,1392,action_sequence/NLWBW.mp4
B,B,TVBench/Action Sequence,video/QA,1393,action_sequence/3V2HJ.mp4
B,B,TVBench/Action Sequence,video/QA,1394,action_sequence/JBY4E.mp4
B,B,TVBench/Action Sequence,video/QA,1395,action_sequence/75KQ6.mp4
A,A,TVBench/Action Sequence,video/QA,1396,action_sequence/3W6TL.mp4
B,A,TVBench/Action Sequence,video/QA,1397,action_sequence/YCGJS.mp4
A,A,TVBench/Action Sequence,video/QA,1398,action_sequence/I4N6K.mp4
B,B,TVBench/Action Sequence,video/QA,1399,action_sequence/P2UBC.mp4
A,A,TVBench/Action Sequence,video/QA,1400,action_sequence/CII5H.mp4
A,B,TVBench/Action Sequence,video/QA,1401,action_sequence/6N7G6.mp4
B,B,TVBench/Action Sequence,video/QA,1402,action_sequence/TWZA4.mp4
A,B,TVBench/Action Sequence,video/QA,1403,action_sequence/M1GW9.mp4
B,B,TVBench/Action Sequence,video/QA,1404,action_sequence/L7HA6.mp4
A,A,TVBench/Action Sequence,video/QA,1405,action_sequence/R9382.mp4
A,A,TVBench/Action Sequence,video/QA,1406,action_sequence/8DL54.mp4
A,A,TVBench/Action Sequence,video/QA,1407,action_sequence/HFTEO.mp4
B,B,TVBench/Action Sequence,video/QA,1408,action_sequence/HCM5Y.mp4
B,B,TVBench/Action Sequence,video/QA,1409,action_sequence/C69Y1.mp4
A,A,TVBench/Action Sequence,video/QA,1410,action_sequence/59KH0.mp4
A,B,TVBench/Action Sequence,video/QA,1411,action_sequence/JLGLU.mp4
A,B,TVBench/Action Sequence,video/QA,1412,action_sequence/UMT5R.mp4
A,B,TVBench/Action Sequence,video/QA,1413,action_sequence/OE751.mp4
A,B,TVBench/Action Sequence,video/QA,1414,action_sequence/OE751.mp4
A,A,TVBench/Action Sequence,video/QA,1415,action_sequence/EDXBD.mp4
A,A,TVBench/Action Sequence,video/QA,1416,action_sequence/B7LO8.mp4
B,B,TVBench/Action Sequence,video/QA,1417,action_sequence/IU5TH.mp4
B,B,TVBench/Action Sequence,video/QA,1418,action_sequence/SMVKB.mp4
A,A,TVBench/Action Sequence,video/QA,1419,action_sequence/5ZDNU.mp4
A,B,TVBench/Action Sequence,video/QA,1420,action_sequence/1HAYV.mp4
A,B,TVBench/Action Sequence,video/QA,1421,action_sequence/1HAYV.mp4
A,B,TVBench/Action Sequence,video/QA,1422,action_sequence/8BBX0.mp4
A,A,TVBench/Action Sequence,video/QA,1423,action_sequence/8BBX0.mp4
B,A,TVBench/Action Sequence,video/QA,1424,action_sequence/DGMDT.mp4
A,A,TVBench/Action Sequence,video/QA,1425,action_sequence/DGMDT.mp4
B,A,TVBench/Action Sequence,video/QA,1426,action_sequence/JXNEN.mp4
B,A,TVBench/Action Sequence,video/QA,1427,action_sequence/JXNEN.mp4
B,A,TVBench/Action Sequence,video/QA,1428,action_sequence/J6P6H.mp4
A,B,TVBench/Action Sequence,video/QA,1429,action_sequence/KZODG.mp4
A,B,TVBench/Action Sequence,video/QA,1430,action_sequence/56XKK.mp4
A,A,TVBench/Action Sequence,video/QA,1431,action_sequence/MDG2T.mp4
A,B,TVBench/Action Sequence,video/QA,1432,action_sequence/TAGEG.mp4
A,B,TVBench/Action Sequence,video/QA,1433,action_sequence/Z6HEA.mp4
A,B,TVBench/Action Sequence,video/QA,1434,action_sequence/ZFQNZ.mp4
A,A,TVBench/Action Sequence,video/QA,1435,action_sequence/DBT6E.mp4
A,A,TVBench/Action Sequence,video/QA,1436,action_sequence/LLOGB.mp4
A,B,TVBench/Action Sequence,video/QA,1437,action_sequence/6ALEL.mp4
A,A,TVBench/Action Sequence,video/QA,1438,action_sequence/NV4FC.mp4
B,B,TVBench/Action Sequence,video/QA,1439,action_sequence/XFRYR.mp4
A,B,TVBench/Action Sequence,video/QA,1440,action_sequence/XYGU1.mp4
A,A,TVBench/Action Sequence,video/QA,1441,action_sequence/9O0HH.mp4
A,A,TVBench/Action Sequence,video/QA,1442,action_sequence/OKYYQ.mp4
A,B,TVBench/Action Sequence,video/QA,1443,action_sequence/XPWYQ.mp4
A,A,TVBench/Action Sequence,video/QA,1444,action_sequence/UDGRS.mp4
A,A,TVBench/Action Sequence,video/QA,1445,action_sequence/0JB3D.mp4
B,B,TVBench/Action Sequence,video/QA,1446,action_sequence/S3TZ1.mp4
A,A,TVBench/Action Sequence,video/QA,1447,action_sequence/V54TI.mp4
B,A,TVBench/Action Sequence,video/QA,1448,action_sequence/0BZAD.mp4
B,A,TVBench/Action Sequence,video/QA,1449,action_sequence/0BZAD.mp4
B,B,TVBench/Action Sequence,video/QA,1450,action_sequence/8DSGI.mp4
B,B,TVBench/Action Sequence,video/QA,1451,action_sequence/0QES3.mp4
A,A,TVBench/Action Sequence,video/QA,1452,action_sequence/0QES3.mp4
D,A,TVBench/Egocentric Sequence,video/QA,1453,egocentric_sequence/sunshuo.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1454,egocentric_sequence/liuyushuai.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1455,egocentric_sequence/quxiaojuan.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1456,egocentric_sequence/zhaozibo.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1457,egocentric_sequence/zhaoyouzu.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1458,egocentric_sequence/songjiahe.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1459,egocentric_sequence/zhangyining.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1460,egocentric_sequence/qianyicheng.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1461,egocentric_sequence/zhanlei.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1462,egocentric_sequence/xuzehao.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1463,egocentric_sequence/wangchenhang.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1464,egocentric_sequence/zhaozibo.MP4
B,B,TVBench/Egocentric Sequence,video/QA,1465,egocentric_sequence/zhangconghui.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1466,egocentric_sequence/wangzixiao.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1467,egocentric_sequence/wangpeiyao.MP4
C,A,TVBench/Egocentric Sequence,video/QA,1468,egocentric_sequence/macong.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1469,egocentric_sequence/sunshuo.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1470,egocentric_sequence/chenyijun.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1471,egocentric_sequence/congpeishan.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1472,egocentric_sequence/songjiahe.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1473,egocentric_sequence/xiaoyuting.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1474,egocentric_sequence/qiuling.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1475,egocentric_sequence/qiufeng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1476,egocentric_sequence/zhaoyouzu.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1477,egocentric_sequence/chenyijun.MP4
B,D,TVBench/Egocentric Sequence,video/QA,1478,egocentric_sequence/heguanqi.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1479,egocentric_sequence/songjiahe.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1480,egocentric_sequence/qiufeng.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1481,egocentric_sequence/xiangbo.MP4
C,C,TVBench/Egocentric Sequence,video/QA,1482,egocentric_sequence/lizhuoru.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1483,egocentric_sequence/xuyanyu.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1484,egocentric_sequence/xuzehao.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1485,egocentric_sequence/zhangyining.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1486,egocentric_sequence/xiaoyuting.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1487,egocentric_sequence/qianyicheng.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1488,egocentric_sequence/luoweixin.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1489,egocentric_sequence/limutong.MP4
B,B,TVBench/Egocentric Sequence,video/QA,1490,egocentric_sequence/congpeishan.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1491,egocentric_sequence/tianpengchao.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1492,egocentric_sequence/qiufeng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1493,egocentric_sequence/sunyuxiang.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1494,egocentric_sequence/limutong.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1495,egocentric_sequence/qianyicheng.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1496,egocentric_sequence/liuwen.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1497,egocentric_sequence/liuyushuai.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1498,egocentric_sequence/zhaoyouzu.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1499,egocentric_sequence/luoweixin.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1500,egocentric_sequence/chenyijun.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1501,egocentric_sequence/zhangconghui.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1502,egocentric_sequence/xiangbo.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1503,egocentric_sequence/liandongze.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1504,egocentric_sequence/heguanqi.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1505,egocentric_sequence/congpeishan.MP4
C,A,TVBench/Egocentric Sequence,video/QA,1506,egocentric_sequence/zhoumin.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1507,egocentric_sequence/qiufeng.MP4
C,A,TVBench/Egocentric Sequence,video/QA,1508,egocentric_sequence/zhangziheng.MP4
C,C,TVBench/Egocentric Sequence,video/QA,1509,egocentric_sequence/gaoshiyuan.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1510,egocentric_sequence/sunyuxiang.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1511,egocentric_sequence/zhoumin.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1512,egocentric_sequence/heguanqi.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1513,egocentric_sequence/wangzixiao.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1514,egocentric_sequence/macong.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1515,egocentric_sequence/tianpengchao.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1516,egocentric_sequence/sunshuo.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1517,egocentric_sequence/linxiaoyu.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1518,egocentric_sequence/zhangconghui.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1519,egocentric_sequence/lixuyang.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1520,egocentric_sequence/liuwen.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1521,egocentric_sequence/sunxiaohui.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1522,egocentric_sequence/xiaoyuting.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1523,egocentric_sequence/tianpengchao.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1524,egocentric_sequence/zhaoyouzu.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1525,egocentric_sequence/lixuyang.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1526,egocentric_sequence/xiaoyuchen.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1527,egocentric_sequence/luoweixin.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1528,egocentric_sequence/qianyicheng.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1529,egocentric_sequence/zengziyun.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1530,egocentric_sequence/zhaozibo.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1531,egocentric_sequence/songjiahe.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1532,egocentric_sequence/xuzehao.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1533,egocentric_sequence/wangchenhang.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1534,egocentric_sequence/congpeishan.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1535,egocentric_sequence/qianyicheng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1536,egocentric_sequence/songjiahe.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1537,egocentric_sequence/zengziyun.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1538,egocentric_sequence/sunyuxiang.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1539,egocentric_sequence/tianpengchao.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1540,egocentric_sequence/zhangziheng.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1541,egocentric_sequence/xiangbo.MP4
C,A,TVBench/Egocentric Sequence,video/QA,1542,egocentric_sequence/linxiaoyu.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1543,egocentric_sequence/quxiaojuan.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1544,egocentric_sequence/xiaoyuchen.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1545,egocentric_sequence/lixuyang.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1546,egocentric_sequence/zhanlei.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1547,egocentric_sequence/sunxiaohui.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1548,egocentric_sequence/qiuling.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1549,egocentric_sequence/xuzehao.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1550,egocentric_sequence/xiangbo.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1551,egocentric_sequence/heguanqi.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1552,egocentric_sequence/xiaoyuchen.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1553,egocentric_sequence/wumengying.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1554,egocentric_sequence/songjiahe.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1555,egocentric_sequence/tianpengchao.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1556,egocentric_sequence/zhangziheng.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1557,egocentric_sequence/congpeishan.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1558,egocentric_sequence/xuyanyu.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1559,egocentric_sequence/limutong.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1560,egocentric_sequence/xiangbo.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1561,egocentric_sequence/zhangconghui.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1562,egocentric_sequence/liuyushuai.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1563,egocentric_sequence/zhanlei.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1564,egocentric_sequence/macong.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1565,egocentric_sequence/linxiaoyu.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1566,egocentric_sequence/xuyanyu.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1567,egocentric_sequence/hanxuepeng.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1568,egocentric_sequence/liuyushuai.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1569,egocentric_sequence/songjiahe.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1570,egocentric_sequence/luoweixin.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1571,egocentric_sequence/macong.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1572,egocentric_sequence/qianyicheng.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1573,egocentric_sequence/zhaoyouzu.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1574,egocentric_sequence/zhangyining.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1575,egocentric_sequence/zhangconghui.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1576,egocentric_sequence/xiaoyuchen.MP4
C,D,TVBench/Egocentric Sequence,video/QA,1577,egocentric_sequence/luoweixin.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1578,egocentric_sequence/wumengying.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1579,egocentric_sequence/hanxuepeng.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1580,egocentric_sequence/quxiaojuan.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1581,egocentric_sequence/xuzehao.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1582,egocentric_sequence/lizhuoru.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1583,egocentric_sequence/liuyushuai.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1584,egocentric_sequence/lixuyang.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1585,egocentric_sequence/sunshuo.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1586,egocentric_sequence/qiufeng.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1587,egocentric_sequence/luoweixin.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1588,egocentric_sequence/zhoukang.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1589,egocentric_sequence/qiufeng.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1590,egocentric_sequence/zengziyun.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1591,egocentric_sequence/tianpengchao.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1592,egocentric_sequence/liuyushuai.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1593,egocentric_sequence/congpeishan.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1594,egocentric_sequence/xiangbo.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1595,egocentric_sequence/qianyicheng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1596,egocentric_sequence/wumengying.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1597,egocentric_sequence/zhaozibo.MP4
D,B,TVBench/Egocentric Sequence,video/QA,1598,egocentric_sequence/wumengying.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1599,egocentric_sequence/zhangziheng.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1600,egocentric_sequence/zhaoyouzu.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1601,egocentric_sequence/wangpeiyao.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1602,egocentric_sequence/xuyanyu.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1603,egocentric_sequence/sunxiaohui.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1604,egocentric_sequence/xiaoyuchen.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1605,egocentric_sequence/sunyuxiang.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1606,egocentric_sequence/zhoukang.MP4
B,B,TVBench/Egocentric Sequence,video/QA,1607,egocentric_sequence/lixuyang.MP4
D,D,TVBench/Egocentric Sequence,video/QA,1608,egocentric_sequence/zhanlei.MP4
D,A,TVBench/Egocentric Sequence,video/QA,1609,egocentric_sequence/luoweixin.MP4
C,B,TVBench/Egocentric Sequence,video/QA,1610,egocentric_sequence/xiangbo.MP4
D,C,TVBench/Egocentric Sequence,video/QA,1611,egocentric_sequence/wangpeiyao.MP4
