a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
<video_read_error>,C,0726,TVBench_action_localization_00105,videos/TVBench/V6H2O_1.7_20.9.mp4,TVBench,"Question: When in the video sequence do we observe the action 'person drinks from a glass'?
Options:
A. At the beginning of the video.
B. At the end of the video.
C. In the middle of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.","['At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.', 'Throughout the entire video.']",C,1.8773726011427398,,,,-1.0,"Question: When in the video sequence do we observe the action 'person drinks from a glass'?
Options:
A. Throughout the entire video.
B. In the middle of the video.
C. At the end of the video.
D. At the beginning of the video.
Answer with the option's letter from the given choices directly.","[1.6999999999999993, 20.9]"
<video_read_error>,B,0727,TVBench_action_sequence_00007,videos/TVBench/E002I_4.1_14.1.mp4,TVBench,"Question: What did the person do first?
Options:
A. Lied on the bed.
B. Put down the pillow.
Answer with the option's letter from the given choices directly.","['Lied on the bed.', 'Put down the pillow.']",B,1.8645406498091148,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the pillow.
B. Lied on the bed.
Answer with the option's letter from the given choices directly.","[4.1, 14.1]"
C,A,0728,TVBench_unexpected_action_00061,videos/TVBench/H_H_119_2067_2100.mp4,TVBench,"Question: Locate the amusing part of the video.
Options:
A. At the end of the video.
B. At the beginning of the video.
C. Throughout the entire video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']",A,1.862347950590287,,,,-1.0,"Question: Locate the amusing part of the video.
Options:
A. In the middle of the video.
B. Throughout the entire video.
C. At the beginning of the video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.",
D,A,0729,TVBench_moving_direction_00219,videos/TVBench/video_13658.mp4,TVBench,"Question: Which direction does the brown cube move in the video?
Options:
A. Down and to the left.
B. Up and to the left.
C. Down and to the right.
D. Up and to the right.
Answer with the option's letter from the given choices directly.","['Down and to the left.', 'Up and to the left.', 'Down and to the right.', 'Up and to the right.']",A,1.8623365263256306,,,,1.0,"Question: Which direction does the brown cube move in the video?
Options:
A. Up and to the right.
B. Down and to the right.
C. Up and to the left.
D. Down and to the left.
Answer with the option's letter from the given choices directly.",
B,B,0730,TVBench_scene_transition_00041,videos/TVBench/Top014_02195.mp4,TVBench,"Question: Which choice tells us the correct order of scenes in the video?
Options:
A. From the entrance of the park to the entrance to the elevator.
B. From the entrance to the elevator to the entrance of the park.
Answer with the option's letter from the given choices directly.","['From the entrance of the park to the entrance to the elevator.', 'From the entrance to the elevator to the entrance of the park.']",B,1.8345124013216052,,,,1.0,"Question: Which choice tells us the correct order of scenes in the video?
Options:
A. From the entrance to the elevator to the entrance of the park.
B. From the entrance of the park to the entrance to the elevator.
Answer with the option's letter from the given choices directly.",
B,D,0731,TVBench_moving_direction_00002,videos/TVBench/video_13609.mp4,TVBench,"Question: Which direction does the purple sphere move in the video?
Options:
A. Up and to the right.
B. Up and to the left.
C. Down and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.","['Up and to the right.', 'Up and to the left.', 'Down and to the left.', 'Down and to the right.']",D,1.789921453164365,,,,1.0,"Question: Which direction does the purple sphere move in the video?
Options:
A. Down and to the right.
B. Down and to the left.
C. Up and to the left.
D. Up and to the right.
Answer with the option's letter from the given choices directly.",
C,D,0732,TVBench_action_localization_00000,videos/TVBench/EK5K1_19.5_36.4.mp4,TVBench,"Question: At what moment in the video does the action 'the person takes a lollipop from a box' occur?
Options:
A. At the end of the video.
B. In the middle of the video.
C. At the beginning of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.","['At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.']",D,1.7649207612924558,,,,-1.0,"Question: At what moment in the video does the action 'the person takes a lollipop from a box' occur?
Options:
A. Throughout the entire video.
B. At the beginning of the video.
C. In the middle of the video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.","[19.5, 36.4]"
A,D,0733,TVBench_object_count_00042,videos/TVBench/video_13693.mp4,TVBench,"Question: How many moving objects are there when the video begins?
Options:
A. 1
B. 2
C. 3
D. 0
Answer with the option's letter from the given choices directly.","['1', '2', '3', '0']",D,1.7462690322797343,,,,0.0,"Question: How many moving objects are there when the video begins?
Options:
A. 0
B. 3
C. 2
D. 1
Answer with the option's letter from the given choices directly.",
<video_read_error>,D,0734,TVBench_action_localization_00128,videos/TVBench/1LBUG_1.0_18.1.mp4,TVBench,"Question: When in the video sequence do we observe the action 'a person is sneezing by the door'?
Options:
A. In the middle of the video.
B. Throughout the entire video.
C. At the end of the video.
D. At the beginning of the video.
Answer with the option's letter from the given choices directly.","['In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.']",D,1.74087105492925,,,,-1.0,"Question: When in the video sequence do we observe the action 'a person is sneezing by the door'?
Options:
A. At the beginning of the video.
B. At the end of the video.
C. Throughout the entire video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","[1.0, 18.1]"
<video_read_error>,A,0735,TVBench_action_sequence_00304,videos/TVBench/BFH78_19.3_25.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Put down the paper/notebook.
B. Took the towel.
Answer with the option's letter from the given choices directly.","['Put down the paper/notebook.', 'Took the towel.']",A,1.7372884745251256,,,,1.0,"Question: What did the person do first?
Options:
A. Took the towel.
B. Put down the paper/notebook.
Answer with the option's letter from the given choices directly.","[19.3, 25.0]"
<video_read_error>,B,0736,TVBench_action_sequence_00188,videos/TVBench/GPR89_42.6_56.9.mp4,TVBench,"Question: What did the person do first?
Options:
A. Put down the paper/notebook.
B. Took the book.
Answer with the option's letter from the given choices directly.","['Put down the paper/notebook.', 'Took the book.']",B,1.7286241249468572,,,,1.0,"Question: What did the person do first?
Options:
A. Took the book.
B. Put down the paper/notebook.
Answer with the option's letter from the given choices directly.","[42.6, 56.9]"
<video_read_error>,B,0737,TVBench_action_sequence_00149,videos/TVBench/AS7SG_18.8_31.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Opened the laptop.
B. Ate the sandwich.
Answer with the option's letter from the given choices directly.","['Opened the laptop.', 'Ate the sandwich.']",B,1.7129607181373998,,,,1.0,"Question: What did the person do first?
Options:
A. Ate the sandwich.
B. Opened the laptop.
Answer with the option's letter from the given choices directly.","[18.8, 31.0]"
C,D,0738,TVBench_moving_direction_00152,videos/TVBench/video_11730.mp4,TVBench,"Question: Which direction does the red sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the right.', 'Up and to the right.', 'Down and to the left.']",D,1.7126429599201798,,,,1.0,"Question: Which direction does the red sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
C,B,0739,TVBench_egocentric_sequence_00037,videos/TVBench/congpeishan.MP4,TVBench,"Question: What is the sequence of actions shown in the video?
Options:
A. screw the iron clamp, take up the iron clamp, take up the test tube, take up the conical flask, screw the iron clamp, pour the conical flask, put down the conical flask
B. take up the test tube, take up the conical flask, pour the conical flask, put down the conical flask, take up the iron clamp, screw the iron clamp, screw the iron clamp
C. screw the iron clamp, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, put down the conical flask
D. put down the conical flask, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, screw the iron clamp
Answer with the option's letter from the given choices directly.","['screw the iron clamp, take up the iron clamp, take up the test tube, take up the conical flask, screw the iron clamp, pour the conical flask, put down the conical flask', 'take up the test tube, take up the conical flask, pour the conical flask, put down the conical flask, take up the iron clamp, screw the iron clamp, screw the iron clamp', 'screw the iron clamp, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, put down the conical flask', 'put down the conical flask, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, screw the iron clamp']",B,1.7103879981598822,,,,1.0,"Question: What is the sequence of actions shown in the video?
Options:
A. put down the conical flask, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, screw the iron clamp
B. screw the iron clamp, screw the iron clamp, take up the test tube, take up the conical flask, take up the iron clamp, pour the conical flask, put down the conical flask
C. take up the test tube, take up the conical flask, pour the conical flask, put down the conical flask, take up the iron clamp, screw the iron clamp, screw the iron clamp
D. screw the iron clamp, take up the iron clamp, take up the test tube, take up the conical flask, screw the iron clamp, pour the conical flask, put down the conical flask
Answer with the option's letter from the given choices directly.",
<video_read_error>,B,0740,TVBench_action_sequence_00404,videos/TVBench/1HAYV_0.0_8.2.mp4,TVBench,"Question: What did the person do first?
Options:
A. Drank from the cup/glass/bottle.
B. Ate the sandwich.
Answer with the option's letter from the given choices directly.","['Drank from the cup/glass/bottle.', 'Ate the sandwich.']",B,1.7091766816175455,,,,1.0,"Question: What did the person do first?
Options:
A. Ate the sandwich.
B. Drank from the cup/glass/bottle.
Answer with the option's letter from the given choices directly.","[0.0, 8.2]"
A,D,0741,TVBench_object_count_00080,videos/TVBench/video_14707.mp4,TVBench,"Question: How many objects are moving when the video ends?
Options:
A. 0
B. 1
C. 2
D. 3
Answer with the option's letter from the given choices directly.","['0', '1', '2', '3']",D,1.7004231127872336,,,,0.0,"Question: How many objects are moving when the video ends?
Options:
A. 3
B. 2
C. 1
D. 0
Answer with the option's letter from the given choices directly.",
B,A,0742,TVBench_scene_transition_00050,videos/TVBench/Top014_03725.mp4,TVBench,"Question: Which choice matches the scene changes in the video?
Options:
A. From the edge of the flower garden to outside the Parker's house.
B. From outside the Parker's house to the edge of the flower garden.
Answer with the option's letter from the given choices directly.","[""From the edge of the flower garden to outside the Parker's house."", ""From outside the Parker's house to the edge of the flower garden.""]",A,1.6985478902954259,,,,1.0,"Question: Which choice matches the scene changes in the video?
Options:
A. From outside the Parker's house to the edge of the flower garden.
B. From the edge of the flower garden to outside the Parker's house.
Answer with the option's letter from the given choices directly.",
D,C,0743,TVBench_moving_direction_00148,videos/TVBench/video_11798.mp4,TVBench,"Question: Which direction does the green sphere move in the video?
Options:
A. Down and to the right.
B. Up and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'Up and to the left.']",C,1.6779260596483456,,,,1.0,"Question: Which direction does the green sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Up and to the right.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
D,B,0744,TVBench_moving_direction_00186,videos/TVBench/video_13096.mp4,TVBench,"Question: Which direction does the blue sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Down and to the right.
D. Up and to the right.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the left.', 'Down and to the right.', 'Up and to the right.']",B,1.6652815682409519,,,,1.0,"Question: Which direction does the blue sphere move in the video?
Options:
A. Up and to the right.
B. Down and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
A,A,0745,TVBench_action_localization_00011,videos/TVBench/HXUI5_13.4_28.7.mp4,TVBench,"Question: When in the video sequence do we observe the action 'a person is also dressing'?
Options:
A. Throughout the entire video.
B. At the beginning of the video.
C. At the end of the video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']",A,1.6518160200053986,,,,-1.0,"Question: When in the video sequence do we observe the action 'a person is also dressing'?
Options:
A. In the middle of the video.
B. At the end of the video.
C. At the beginning of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.","[13.4, 28.7]"
D,B,0746,TVBench_moving_direction_00118,videos/TVBench/video_12569.mp4,TVBench,"Question: Which direction does the blue sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the right.', 'Up and to the right.', 'Down and to the left.']",B,1.6470075524798113,,,,1.0,"Question: Which direction does the blue sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
<video_read_error>,C,0747,TVBench_action_localization_00074,videos/TVBench/ZFT06_5.3_25.7.mp4,TVBench,"Question: At what moment in the video does the action 'person takes a glass out from the refrigerator' occur?
Options:
A. At the beginning of the video.
B. Throughout the entire video.
C. At the end of the video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']",C,1.6402571786985505,,,,-1.0,"Question: At what moment in the video does the action 'person takes a glass out from the refrigerator' occur?
Options:
A. In the middle of the video.
B. At the end of the video.
C. Throughout the entire video.
D. At the beginning of the video.
Answer with the option's letter from the given choices directly.","[5.299999999999997, 25.7]"
<video_read_error>,A,0748,TVBench_action_sequence_00127,videos/TVBench/HONL7_0.1_11.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Took the book.
B. Put down the paper/notebook.
Answer with the option's letter from the given choices directly.","['Took the book.', 'Put down the paper/notebook.']",A,1.6364491840529085,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the paper/notebook.
B. Took the book.
Answer with the option's letter from the given choices directly.","[0.1, 11.0]"
D,B,0749,TVBench_moving_direction_00115,videos/TVBench/video_11468.mp4,TVBench,"Question: Which direction does the red sphere move in the video?
Options:
A. Up and to the right.
B. Down and to the left.
C. Down and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Up and to the right.', 'Down and to the left.', 'Down and to the right.', 'Up and to the left.']",B,1.6338950568749533,,,,1.0,"Question: Which direction does the red sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the right.
C. Down and to the left.
D. Up and to the right.
Answer with the option's letter from the given choices directly.",
B,D,0750,TVBench_moving_direction_00012,videos/TVBench/video_14680.mp4,TVBench,"Question: Which direction does the blue sphere move in the video?
Options:
A. Down and to the right.
B. Down and to the left.
C. Up and to the left.
D. Up and to the right.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Down and to the left.', 'Up and to the left.', 'Up and to the right.']",D,1.6091291140241823,,,,1.0,"Question: Which direction does the blue sphere move in the video?
Options:
A. Up and to the right.
B. Up and to the left.
C. Down and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
D,B,0751,TVBench_unexpected_action_00037,videos/TVBench/M_Z_84_1191_1399.mp4,TVBench,"Question: Locate the mesmerizing part of the video.
Options:
A. Throughout the entire video.
B. At the end of the video.
C. At the beginning of the video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']",B,1.5739265302435899,,,,-1.0,"Question: Locate the mesmerizing part of the video.
Options:
A. In the middle of the video.
B. At the beginning of the video.
C. At the end of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.",
B,B,0752,TVBench_action_sequence_00312,videos/TVBench/1FIGA_15.5_24.9.mp4,TVBench,"Question: What did the person do first?
Options:
A. Closed the door.
B. Put down the book.
Answer with the option's letter from the given choices directly.","['Closed the door.', 'Put down the book.']",B,1.5580016760937305,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the book.
B. Closed the door.
Answer with the option's letter from the given choices directly.","[15.5, 24.9]"
<video_read_error>,B,0753,TVBench_action_sequence_00298,videos/TVBench/QCVZN_12.8_26.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Sat at the table.
B. Put down the book.
Answer with the option's letter from the given choices directly.","['Sat at the table.', 'Put down the book.']",B,1.5354263334113345,,,,1.0,"Question: What did the person do first?
Options:
A. Put down the book.
B. Sat at the table.
Answer with the option's letter from the given choices directly.","[12.8, 26.0]"
D,C,0754,TVBench_moving_direction_00145,videos/TVBench/video_12161.mp4,TVBench,"Question: Which direction does the purple sphere move in the video?
Options:
A. Down and to the right.
B. Up and to the left.
C. Up and to the right.
D. Down and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Up and to the left.', 'Up and to the right.', 'Down and to the left.']",C,1.5244503618634797,,,,1.0,"Question: Which direction does the purple sphere move in the video?
Options:
A. Down and to the left.
B. Up and to the right.
C. Up and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
B,B,0755,TVBench_scene_transition_00100,videos/TVBench/Top039_05565.mp4,TVBench,"Question: Which choice tells us the correct order of scenes in the video?
Options:
A. From the hotel suite to beauty.
B. From beauty to the hotel suite.
Answer with the option's letter from the given choices directly.","['From the hotel suite to beauty.', 'From beauty to the hotel suite.']",B,1.5206310941810164,,,,1.0,"Question: Which choice tells us the correct order of scenes in the video?
Options:
A. From beauty to the hotel suite.
B. From the hotel suite to beauty.
Answer with the option's letter from the given choices directly.",
B,B,0756,TVBench_object_count_00102,videos/TVBench/video_14102.mp4,TVBench,"Question: How many objects are moving when the video ends?
Options:
A. 2
B. 1
C. 3
D. 0
Answer with the option's letter from the given choices directly.","['2', '1', '3', '0']",B,1.477253461066453,,,,0.0,"Question: How many objects are moving when the video ends?
Options:
A. 0
B. 3
C. 1
D. 2
Answer with the option's letter from the given choices directly.",
A,A,0757,TVBench_object_count_00141,videos/TVBench/video_11208.mp4,TVBench,"Question: How many objects are moving when the video ends?
Options:
A. 0
B. 3
C. 1
D. 2
Answer with the option's letter from the given choices directly.","['0', '3', '1', '2']",A,1.4644884694404596,,,,0.0,"Question: How many objects are moving when the video ends?
Options:
A. 2
B. 1
C. 3
D. 0
Answer with the option's letter from the given choices directly.",
B,B,0758,TVBench_action_localization_00112,videos/TVBench/W1CG2_7.2_22.8.mp4,TVBench,"Question: At what moment in the video does the action 'the person puts the food on the desk' occur?
Options:
A. Throughout the entire video.
B. In the middle of the video.
C. At the beginning of the video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.","['Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.', 'At the end of the video.']",B,1.4480992057152005,,,,-1.0,"Question: At what moment in the video does the action 'the person puts the food on the desk' occur?
Options:
A. At the end of the video.
B. At the beginning of the video.
C. In the middle of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.","[7.199999999999999, 22.800000000000004]"
<video_read_error>,B,0759,TVBench_action_sequence_00160,videos/TVBench/NLWBW_0.0_8.5.mp4,TVBench,"Question: What did the person do first?
Options:
A. Put down the bag.
B. Closed the door.
Answer with the option's letter from the given choices directly.","['Put down the bag.', 'Closed the door.']",B,1.4433470891645477,,,,1.0,"Question: What did the person do first?
Options:
A. Closed the door.
B. Put down the bag.
Answer with the option's letter from the given choices directly.","[0.0, 8.5]"
D,D,0760,TVBench_moving_direction_00124,videos/TVBench/video_10772.mp4,TVBench,"Question: Which direction does the purple sphere move in the video?
Options:
A. Down and to the right.
B. Down and to the left.
C. Up and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Down and to the left.', 'Up and to the right.', 'Up and to the left.']",D,1.4358207272753987,,,,1.0,"Question: Which direction does the purple sphere move in the video?
Options:
A. Up and to the left.
B. Up and to the right.
C. Down and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
C,A,0761,TVBench_object_count_00113,videos/TVBench/video_12976.mp4,TVBench,"Question: How many objects are moving when the video ends?
Options:
A. 1
B. 3
C. 0
D. 2
Answer with the option's letter from the given choices directly.","['1', '3', '0', '2']",A,1.4313817043100714,,,,0.0,"Question: How many objects are moving when the video ends?
Options:
A. 2
B. 0
C. 3
D. 1
Answer with the option's letter from the given choices directly.",
B,C,0762,TVBench_action_localization_00069,videos/TVBench/AHBE8_2.5_17.8.mp4,TVBench,"Question: In the given video, when does the action 'a person opens a box' take place?
Options:
A. Throughout the entire video.
B. At the beginning of the video.
C. At the end of the video.
D. In the middle of the video.
Answer with the option's letter from the given choices directly.","['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']",C,1.4139877354695924,,,,-1.0,"Question: In the given video, when does the action 'a person opens a box' take place?
Options:
A. In the middle of the video.
B. At the end of the video.
C. At the beginning of the video.
D. Throughout the entire video.
Answer with the option's letter from the given choices directly.","[2.4999999999999964, 17.8]"
<video_read_error>,A,0763,TVBench_action_sequence_00297,videos/TVBench/QCVZN_12.8_26.0.mp4,TVBench,"Question: What did the person do first?
Options:
A. Put down the book.
B. Sat on the sofa/couch.
Answer with the option's letter from the given choices directly.","['Put down the book.', 'Sat on the sofa/couch.']",A,1.3942205447317129,,,,1.0,"Question: What did the person do first?
Options:
A. Sat on the sofa/couch.
B. Put down the book.
Answer with the option's letter from the given choices directly.","[12.8, 26.0]"
C,D,0764,TVBench_object_count_00127,videos/TVBench/video_10655.mp4,TVBench,"Question: How many moving metal objects are there when the video ends?
Options:
A. 3
B. 1
C. 0
D. 2
Answer with the option's letter from the given choices directly.","['3', '1', '0', '2']",D,1.3725459841327805,,,,0.0,"Question: How many moving metal objects are there when the video ends?
Options:
A. 2
B. 0
C. 1
D. 3
Answer with the option's letter from the given choices directly.",
D,A,0765,TVBench_moving_direction_00056,videos/TVBench/video_13098.mp4,TVBench,"Question: Which direction does the green sphere move in the video?
Options:
A. Down and to the right.
B. Up and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'Up and to the left.']",A,1.3701817119059287,,,,1.0,"Question: Which direction does the green sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Up and to the right.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
B,B,0766,TVBench_moving_direction_00087,videos/TVBench/video_14183.mp4,TVBench,"Question: Which direction does the purple cylinder move in the video?
Options:
A. Down and to the right.
B. Down and to the left.
C. Up and to the left.
D. Up and to the right.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Down and to the left.', 'Up and to the left.', 'Up and to the right.']",B,1.3667450992145356,,,,1.0,"Question: Which direction does the purple cylinder move in the video?
Options:
A. Up and to the right.
B. Up and to the left.
C. Down and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
A,A,0767,TVBench_object_count_00107,videos/TVBench/video_13017.mp4,TVBench,"Question: How many objects are moving when the video begins?
Options:
A. 0
B. 2
C. 3
D. 1
Answer with the option's letter from the given choices directly.","['0', '2', '3', '1']",A,1.363120285536115,,,,0.0,"Question: How many objects are moving when the video begins?
Options:
A. 1
B. 3
C. 2
D. 0
Answer with the option's letter from the given choices directly.",
D,C,0768,TVBench_moving_direction_00183,videos/TVBench/video_10614.mp4,TVBench,"Question: Which direction does the blue cube move in the video?
Options:
A. Down and to the right.
B. Up and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'Up and to the left.']",C,1.361841922787855,,,,1.0,"Question: Which direction does the blue cube move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Up and to the right.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
A,C,0769,TVBench_action_localization_00008,videos/TVBench/G6K7T_19.3_37.5.mp4,TVBench,"Question: When in the video sequence do we observe the action 'person starts washing clothes'?
Options:
A. At the beginning of the video.
B. In the middle of the video.
C. Throughout the entire video.
D. At the end of the video.
Answer with the option's letter from the given choices directly.","['At the beginning of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.']",C,1.3558946830609542,,,,-1.0,"Question: When in the video sequence do we observe the action 'person starts washing clothes'?
Options:
A. At the end of the video.
B. Throughout the entire video.
C. In the middle of the video.
D. At the beginning of the video.
Answer with the option's letter from the given choices directly.","[19.3, 37.5]"
D,A,0770,TVBench_moving_direction_00198,videos/TVBench/video_14953.mp4,TVBench,"Question: Which direction does the blue cube move in the video?
Options:
A. Down and to the right.
B. Up and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'Up and to the left.']",A,1.3421674361703058,,,,1.0,"Question: Which direction does the blue cube move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Up and to the right.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
A,B,0771,TVBench_action_sequence_00253,videos/TVBench/3XKBC_18.8_24.7.mp4,TVBench,"Question: What did the person do first?
Options:
A. Opened the laptop.
B. Sat at the table.
Answer with the option's letter from the given choices directly.","['Opened the laptop.', 'Sat at the table.']",B,1.311874093524577,,,,1.0,"Question: What did the person do first?
Options:
A. Sat at the table.
B. Opened the laptop.
Answer with the option's letter from the given choices directly.","[18.8, 24.7]"
D,C,0772,TVBench_moving_direction_00230,videos/TVBench/video_10204.mp4,TVBench,"Question: Which direction does the purple cylinder move in the video?
Options:
A. Down and to the right.
B. Down and to the left.
C. Up and to the right.
D. Up and to the left.
Answer with the option's letter from the given choices directly.","['Down and to the right.', 'Down and to the left.', 'Up and to the right.', 'Up and to the left.']",C,1.3020881036946077,,,,1.0,"Question: Which direction does the purple cylinder move in the video?
Options:
A. Up and to the left.
B. Up and to the right.
C. Down and to the left.
D. Down and to the right.
Answer with the option's letter from the given choices directly.",
D,B,0773,TVBench_egocentric_sequence_00027,videos/TVBench/qiufeng.MP4,TVBench,"Question: What is the sequence of actions shown in the video?
Options:
A. take up the conical flask, screw the iron clamp, pour the conical flask, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube
B. take up the iron clamp, screw the iron clamp, take up the test tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask
C. take up the conical flask, screw the iron clamp, pour the conical flask, take up the test tube, take up the iron clamp, put down the conical flask, screw the iron clamp
D. take up the conical flask, pour the conical flask, screw the iron clamp, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube
Answer with the option's letter from the given choices directly.","['take up the conical flask, screw the iron clamp, pour the conical flask, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube', 'take up the iron clamp, screw the iron clamp, take up the test tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask', 'take up the conical flask, screw the iron clamp, pour the conical flask, take up the test tube, take up the iron clamp, put down the conical flask, screw the iron clamp', 'take up the conical flask, pour the conical flask, screw the iron clamp, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube']",B,1.3017205809479115,,,,1.0,"Question: What is the sequence of actions shown in the video?
Options:
A. take up the conical flask, pour the conical flask, screw the iron clamp, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube
B. take up the conical flask, screw the iron clamp, pour the conical flask, take up the test tube, take up the iron clamp, put down the conical flask, screw the iron clamp
C. take up the iron clamp, screw the iron clamp, take up the test tube, screw the iron clamp, take up the conical flask, pour the conical flask, put down the conical flask
D. take up the conical flask, screw the iron clamp, pour the conical flask, screw the iron clamp, take up the iron clamp, put down the conical flask, take up the test tube
Answer with the option's letter from the given choices directly.",
D,C,0774,TVBench_moving_direction_00156,videos/TVBench/video_11149.mp4,TVBench,"Question: Which direction does the green sphere move in the video?
Options:
A. Up and to the left.
B. Down and to the left.
C. Up and to the right.
D. Down and to the right.
Answer with the option's letter from the given choices directly.","['Up and to the left.', 'Down and to the left.', 'Up and to the right.', 'Down and to the right.']",C,1.3016197830900256,,,,1.0,"Question: Which direction does the green sphere move in the video?
Options:
A. Down and to the right.
B. Up and to the right.
C. Down and to the left.
D. Up and to the left.
Answer with the option's letter from the given choices directly.",
